track_id,artist_name,genres,lyrics,title
TRABGIA128F4226F8A,Avril - Remix By Ana Rago,dance&electronica,,The Date (Remix By Ana Rago)
TRABWPT128F42B06CC,Keb' Mo',classic pop&rock,,Still There For Me
TRABNET128F14560AC,J.J. Cale,classic pop&rock,,Trouble In The City
TRABUDI128F92D0C8C,Ayo,soul&reggae,,I Love You
TRABOOL128F426E836,Mary Black,folk,,Turning Away
TRABBOP128F931B50D,Tom Petty,classic pop&rock,,A Higher Place (Album Version)
TRABZSL128F932A529,Jeff Beck,classic pop&rock,,A Day In The Life (Album Version)
TRABLVP128F426EE4A,B.A.D.,classic pop&rock,,Interlude
TRABLSO128F14A4707,Bobbie Gentry,classic pop&rock,,Courtyard
TRABDZC128F42AC23F,Neil Sedaka,classic pop&rock,,Because Of You
TRABVIH128F92EDCDA,Jude Taylor & His Burning Flames,folk,,The Thrill Is Gone
TRAZKIS12903CEED76,Solas,folk,,Lament for Frankie
TRAZHZI128F930653D,The Sensational Alex Harvey Band,classic pop&rock,,Framed
TRAZPMW12903CFAC16,Jesus Jones,classic pop&rock,,Move Mountains (BBC In Concert)
TRAZJPD128F93365B5,Beenie Man,soul&reggae,,Cross The Bridge
TRAZRKK12903CD7385,Big Star,classic pop&rock,,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]
TRAZFMG128F4255C6A,Asleep At The Wheel,folk,,The Son Shines Down On Me
TRAZNLA128F930A44E,R. Carlos Nakai,folk,,Red Wind (World)
TRAZEGM128F42AD0EB,Dale Hawkins,classic pop&rock,,Pretty Little Thing
TRAZBPE128F936741A,Darden Smith,folk,,Midnight Train
TRAZLLR128F42A8DCC,Ayo,soul&reggae,,These Days
TRAZLCH12903CE3D6D,Grandmaster Flash,classic pop&rock,,The King
TRAZDGU128F4234A91,Glen Campbell,classic pop&rock,,After The Glitter Fades (LP Version)
TRAZVEJ128F92EDA77,Daniel Johnston,dance&electronica,,Rock Around The Christmas Tree
TRALYCX12903CB6D4E,Séamus Egan,folk,,Poultry in the Parlour / Rolling the Ryegrass
TRALJAZ128F933DE4A,Neil Sedaka,classic pop&rock,,Superbird
TRALJGO128F9347068,Cherish The Ladies,folk,,The Shaskeen / Gan Ainm
TRALMEY128F147129F,Noel Harrison,classic pop&rock,,The Last Thing On My Mind (Previously Unissued)
TRALXGM128F92C7D26,The Chap,classic pop&rock,,What's Love Got to Do With It
TRALGWZ12903CD7336,Big Star,classic pop&rock,,Morpha Too [Alternate Mix]
TRALGWZ128F4241B20,Mikey Dread,classic pop&rock,,The Jumping Master
TRALGCL12903CE74A7,Randy Travis,classic pop&rock,,I Am Going (Album Version)
TRALWDX128F14712A5,Noel Harrison,classic pop&rock,,Sparrow (Remastered Album Version)
TRALNNE128F4264375,Academy/Marriner,classical,,Andante Cantabile (String Quartet No 1 In D Major
TRALUZM128C7196779,Jimmy Cliff,classic pop&rock,,Let's Seize The Time
TRALTZZ12903CB7DD0,Kris Kristofferson,folk,,Killer Barracuda
TRALTDA128F427D0A3,James Carter,jazz&blues,,Dodo's Bounce
TRALZXZ128F92E26EF,The Jeff Healey Band,classic pop&rock,,My Little Girl
TRALZUL128F4236D23,Sugar Ray,classic pop&rock,,Mean Machine (Remastered LP Version)
TRALZFE128F931737D,R. Carlos Nakai,folk,,Tibetan Turquoise (World)
TRADAFY12903CC7EAA,Pinchers & Ganglords,punk,,Girls Girls
TRADPPX128E078B0BC,Randy Travis,classic pop&rock,,Down At The Old Corral (Album Version)
TRADJJZ128F9341B40,Donna The Buffalo,folk,,Tides Of Time
TRADJSM128F14894AA,Little Feat,classic pop&rock,,Down On The Farm (2006 Remastered Edit Version)
TRADJTR128F423CEB8,Mikey Dread,classic pop&rock,,Two Track Dub (Dub / Instrumental Reggae Music)
TRADMAJ128F92F566E,OV7,pop,,Una na na
TRADMGC128F9306CC9,X-ecutioners,hip-hop,,Play That Beat
TRADRED12903CA4B7C,Irma Thomas,classic pop&rock,,River Is Waiting
TRADRPV128F92E4B4A,Jimmy Cliff,classic pop&rock,,Take Your Time feat. Yannick Noah
TRADFOJ128F425107D,Sizzla,soul&reggae,,Princess Black
TRADFQK128F422B492,Casiotone For The Painfully Alone,dance&electronica,,Rice Dream Girl
TRADNZM128F9300DF3,Shawn Colvin,folk,,Sunny Came Home
TRADNRG128F4295A0E,Kris Kristofferson,folk,,Darby's Castle
TRADTBA128F92CA48F,Hot Tuna,folk,,Extrication Love Song
TRACKXA12903CB6D40,Séamus Egan,folk,,McDermott's / Boys of Blue Hill
TRACPKD128F14539CD,Fort Minor (Featuring Mr. Hahn),hip-hop,,Slip Out The Back (Album Version)
TRACJWY12903CB7DBF,Kris Kristofferson,folk,,Same Old Song
TRACMCG128F92CE225,Trivium,metal,,Upon The Shores [Explicit]
TRACRBQ128F4263964,J.J. Cale,classic pop&rock,,Midnight In Memphis
TRACGOI128F92FE771,Steve Riley & The Mamou Playboys,folk,,Between Eunice & Opelousas
TRACWBO128F92F322F,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Empty Arms
TRACWCV128F429D196,The Box Tops,classic pop&rock,,Neon Rainbow
TRACWEH128F1456890,Terry Callier,classic pop&rock,,Blues
TRACNAS128F14567C6,Tom Petty And The Heartbreakers,classic pop&rock,,Mary Jane's Last Dance
TRACNJR128F4262E27,John Hammond,folk,,Come To Find Out
TRACULD128F935A67B,Behemoth,metal,,Before The Æons Came
TRACUUJ128F422EFF8,Horace Andy,classic pop&rock,,Rastafari Prophecy
TRACUMR128F932C675,Soilwork,metal,,Machine Gun Majesty [Live] (Album Version)
TRACQIL128F931B8AD,Pinchers,punk,,For Your Eyes Only
TRACTHF128F4295A22,Kris Kristofferson,folk,,Road Warrior's Lament
TRACEGL12903CEE923,Seamus Egan,folk,,Lullaby
TRACCEJ128F93257ED,Daniel Johnston,dance&electronica,,Story Of An Artist (Don't Be Scared)
TRAVKGE128F92E5944,Kris Kristofferson,folk,,Snakebit
TRAVKJI12903CF479A,Moonspell,metal,,Trebraruna
TRAVKGJ12903CB81E3,The Del McCoury Band,folk,,She's Left Me Again
TRAVHTT128F14987BB,Charlie Haden,jazz&blues,,American Dreams
TRAVPOV128F429EC1B,Plies featuring Tank,soul&reggae,,You (featuring Tank) (Amended Album Version)
TRAVMYN12903CB58A2,Gene Chandler,classic pop&rock,,I Hate to Be the One to Say
TRAVMXQ128E0785F82,Chris Clark,soul&reggae,,If You Should Walk Away
TRAVROF128F421AC2D,Darden Smith,folk,,Mill Creek
TRAVFSW128F145C1D2,ARRESTED DEVELOPMENT,classic pop&rock,,Raining Revolution (Live) (Unplugged)
TRAVXII128F92FCC6D,Stephen Marley,soul&reggae,,Mind Control
TRAVXEP128F14539AE,Fort Minor,hip-hop,,Introduction (Album Version)
TRAVNST128F422EBD2,Soilwork,metal,,As The Sleeper Awakes
TRAVTIM12903C95CE6,Gregory Isaacs,classic pop&rock,,Saddam
TRAVOBO128F422B7BC,Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,classical,,Se un mio desir...Cedi al duo!
TRAVOPU128F9360B7D,Daniel Johnston,dance&electronica,,High Horse
TRAVZWX128F92EC110,Berlin,classic pop&rock,,Blink Of An Eye (Alternative)
TRAVLXZ128F42A22E4,Jim Reeves,classic pop&rock,,May The Good Lord Bless And Keep You
TRBASDY128F9327DB8,Danny Barnes,folk,,Big Girl Blues
TRBASHV128F92E5A7A,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Ain't Gone 'N' Give Up On Love
TRBAWQK128F42743A9,Keb' Mo',classic pop&rock,,The Door
TRBANRL128F92F29EC,R. Carlos Nakai,folk,,Restless Spirits (World)
TRBAUPE128F9305DC7,Josh White,folk,,Jesus Is Gonna Make Up My Dying Bed
TRBAOPX12903CD7393,Big Star,classic pop&rock,,Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]
TRBAEHW128F9316423,Eagles Of Death Metal,dance&electronica,,As Nice As I Can Be
TRBAZYH128F4288198,The Jeff Healey Band,classic pop&rock,,See The Light
TRBHYTM128F93247D6,Oui Oui,punk,,La danse des petits amis
TRBHHDU128F92FD6B5,Humble Pie,classic pop&rock,,Rude!/Drum Solo
TRBHHGM12903CFD7C3,The Sonics,classic pop&rock,,On The Road Again
TRBHSJB12903CB81AA,The Del McCoury Band,folk,,It's Surprising What the Lord Can Do
TRBHJFG128F426C8EA,Tam Tam Go!,pop,,En La Tierra Caliente
TRBHIDP128F147DE7D,Pierre Boulez,classical,,"Messiaen : Et exspecto resurrectionem mortuorum : IV ""Ils ressusciteront_ glorieux_ avec un nom nouveau"
TRBHRGD12903CA7A58,Beenie Man,soul&reggae,,Bad Man Story
TRBHXRQ128F42A713F,Dub Pistols feat. Rodney P & Terry Hall,dance&electronica,,Peaches (Fear of Theydon remix)
TRBHGUK128E078E031,Jesus Jones,classic pop&rock,,Yellow Brown
TRBHNEU128F426E873,Mary Black,folk,,Flesh And Blood
TRBHQDN128F4276D66,Eluveitie,metal,,Primordial Breath
TRBHQBF128F429FA6D,Josh White,folk,,New D.B.A. Blues
TRBHEUX128F425020D,Sharon Shannon,folk,,Gaffo's Ball
TRBHEOR128F429D1B0,The Box Tops,classic pop&rock,,I Can Dig It
TRBHBIT128F4292E42,Archie Bell and The Drells,classic pop&rock,,I've Been Trying
TRBHZFS128F93004F3,R. Carlos Nakai,folk,,Cedar and Clay (World)
TRBHLES128F92F672E,Livio Minafra,classic pop&rock,,Campane
TRBIAVU128EF3493BA,Asleep At The Wheel,folk,,The Letter That Johnny Walker Read
TRBIJMU12903CF892B,Moonspell,metal,,The Hanged Man
TRBIFAU128F9328EC4,Jonathan Edwards / Will Ferrell,folk,,Sunshine Anchorman Medley
TRBIGRZ128E0792329,Deep Blue Something,classic pop&rock,,Gammer Gerten's Needle
TRBIEUL128F4268D07,X-Ecutioners featuring Big Pun,hip-hop,,The Drama (intro)
TRBFANQ12903CB8F48,The Del McCoury Band,folk,,High On the Mountain
TRBFAMR128F9306CC5,X-ecutioners featuring Tom Tom Club & Biz Markie,hip-hop,,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)
TRBFYJE128F14A8ABF,Steel Pulse,soul&reggae,,Man No Sober (LP Version)
TRBFKMN128F4286D1B,Behemoth,metal,,Malice
TRBFHFG128F930B5F9,Planxty,folk,,The Lakes Of Pontchartrain
TRBFHCP128F4265101,Big Audio Dynamite,classic pop&rock,,Badrock City
TRBFPVQ128F428B0D2,The Chieftains,folk,,Carolan's Concerto
TRBFMMC12903CF6047,The Sonics_ Charlie & The Tunas,classic pop&rock,,Brown Eyed Girl
TRBFGFF12903CF4183,OV7,pop,,Volvere
TRBFUPH128F426310A,Big Audio Dynamite,classic pop&rock,,Free (lp)
TRBFQPI128F4280CDA,David Guetta - Joachim Garraud - Chris Willis,dance&electronica,,Love Is Gone (Eddie Thoneick's Liberte Mix)
TRBFOZC128F14874A1,Leann Rimes & Brian McFadden,classic pop&rock,,Everybody's Someone (Gateway Mix)
TRBFBQO12903CE7ACD,Iggy And The Stooges,classic pop&rock,,Raw Power
TRBFBYF12903CFB6B4,Jackie Wilson,classic pop&rock,,One Moment With You
TRBFLOA128E078FA6A,Fontella Bass,classic pop&rock,,I Can't Rest
TRBGYVK128F426A0D6,Joey Negro,dance&electronica,,Make A Move On Me
TRBGKBZ128F931569B,Radio Birdman,punk,,Zeno Beach
TRBGTZD128EF34B6C3,Jesus Jones,classic pop&rock,,Nothing To Hold Me
TRBGEZA128F4286D23,Behemoth,metal,,Hello Space Boy
TRBGBQC12903CD7B4F,Daniel Johnston,dance&electronica,,The Story Of An Artist
TRBGBUY128F422B413,Casiotone For The Painfully Alone,dance&electronica,,Attic Room
TRBGLSW12903CE3D8A,Grandmaster Flash,classic pop&rock,,Underarms
TRBGDOU128F93341A2,Pat Metheny,jazz&blues,,Hermitage
TRBGDSJ128F931BB2B,Hot Club Of Cowtown,folk,,The Magic Violin
TRBEACH128EF341C45,Simply Red,classic pop&rock,,So Not Over You (Motivo-Pop Lectro Mix)
TRBEAWP128F422B4D1,Casiotone For The Painfully Alone,dance&electronica,,Happy Mother's Day
TRBEPTI128F4266340,Mikey Dread,classic pop&rock,,Master Mantrol (Dub / Instrumental Reggae Music)
TRBEJKW128F92FCEED,Len Barry,classic pop&rock,,Dirty Old Man
TRBEJKS128F426D823,The Chieftains,folk,,When A Man's In Love
TRBEIAM12903CF4476,Randy Travis,classic pop&rock,,Don't Take Your Love Away From Me (Album Version)
TRBEIKK128F14628D6,Lighthouse Family,classic pop&rock,,Run
TRBERUM128F148AC93,Egberto Gismonti,jazz&blues,,Baiao Malandro
TRBEUDN128F14860CE,Ultimate Tracks,classic pop&rock,,We Are The Reason - Medium key performance track w/o background vocals
TRBEUMG128F422305C,James Hunter,jazz&blues,,Class Act
TRBETVK128F4288B49,Hot Tuna,folk,,Hesitation Blues
TRBETRA128F9327DC6,Danny Barnes,folk,,Cumberland Gap
TRBELAZ128F422B87F,Ayo,soul&reggae,,Girls
TRBELYI128F147E20B,Terry Callier,classic pop&rock,,Java Sparrow
TRBECNX128F92FA80F,R. Carlos Nakai,folk,,God Rest Ye Merry Gentlemen (World)
TRBBARP128F9306CBE,X-ecutioners featuring M.O.P.,hip-hop,,Let It Bang
TRBBANU128F422B87B,Ayo,soul&reggae,,Only You
TRBBAIC12903D11771,ARRESTED DEVELOPMENT,classic pop&rock,,Greener
TRBBYFJ128F42A22D4,Jim Reeves,classic pop&rock,,Jingle Bells
TRBBJKY128F931FB24,Jackie Wilson,classic pop&rock,,It's So Fine
TRBBIPG128F92FA94D,Marisela,pop,,La Otra
TRBBMAM128F4290E48,David Zinman,classical,,Des Helden Widersacher
TRBBMAL128F146B288,Tam Tam Go!,pop,,Atrapados En La Red
TRBBRTY128F4260973,Screamin' Jay Hawkins,classic pop&rock,,Talk About Me
TRBBGFR128F427B5BD,The Chieftains,folk,,No. 6 The Coombe
TRBBGMS128F424C656,Darden Smith,folk,,Frankie & Sue
TRBBGUV128F92DFA21,Dub Pistols feat. TK & Ashley Slater,dance&electronica,,Everyday Stranger
TRBBUOJ128F92FC6F2,Behemoth,metal,,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track)
TRBBUPS12903CFC938,Benga,soul&reggae,,The Future
TRBBQPP128F92EE611,Bob Marley & The Wailers,soul&reggae,,Three Little Birds
TRBBTUD128F42A10A3,Behemoth,metal,,Here And Beyond
TRBBOBQ12903CC5186,Robben Ford,jazz&blues,,Talk To Your Daughter (Album Version)
TRBBOUO128F92D246B,The James Taylor Quartet,jazz&blues,,Creation
TRBBLOQ128F930C9DE,Mary Black & General Humbert,folk,,Isle of St. Helena
TRBDYYN128F92F383F,James Taylor Quartet,jazz&blues,,Got To Give It Up
TRBDPSO128F930C771,Seamus Egan,folk,,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig)
TRBDSWA128F92FE70A,Randy Travis,classic pop&rock,,On The Other Hand (Album Version)
TRBDSUH128F9312296,Steve Riley & The Mamou Playboys,folk,,Mari Mouri (Mary Has Died)
TRBDMNQ128F92DE877,Clannad,folk,,Cumha Eoghain Rua Ui Neill (Lament For Owen Roe)
TRBDXIX128F93256CB,Sub Focus,dance&electronica,,Follow The Light (Radio Edit)
TRBDXOD128F422C47B,Egberto Gismonti,jazz&blues,,Carta De Amor
TRBDGQU128F146607A,Suzi Quatro,classic pop&rock,,Born To Run
TRBDWRY128F427991E,Stevie Ray Vaughan And Double Trouble,jazz&blues,,Tin Pan Alley (aka Roughest Place In Town)
TRBDNGV128EF3431B5,Ayo,soul&reggae,,Watching You
TRBDTEG128F4265CC9,Bruce Robison,folk,,Trouble
TRBDBJY128F93257C3,Daniel Johnston,dance&electronica,,Walking The Cow (Hi How Are You)
TRBDDRB12903D133C5,Asleep At The Wheel,folk,,Hot Rod Lincoln
TRBCKFA128F9336580,Pinchers,punk,,Don't Do That
TRBCHIL128F4281434,Screamin' Jay Hawkins,classic pop&rock,,What's Gonna Happen On the 8th Day
TRBCPIP12903CB81D4,The Del McCoury Band,folk,,Don't You Think It's Time To Go
TRBCSLF128E0795524,Jimmy Cliff,classic pop&rock,,Million Teardrops
TRBCSMO128F9342B20,The Jets,punk,,Steppin' Out Tonight
TRBCIDU12903CA2F54,Rory Block,folk,,Blues Again
TRBCIUW128F92F6F3D,Irma Thomas,classic pop&rock,,We All Need Love
TRBCMDH128F92FA444,John Hammond,folk,,Big Boss Man
TRBCMSO128F92E6AE5,Eagles Of Death Metal,dance&electronica,,(I Used To Couldn't Dance) Tight Pants
TRBCRKZ128F4241B9E,Mikey Dread,classic pop&rock,,Your Love
TRBCWCU12903CFB6A2,Jackie Wilson,classic pop&rock,,Why Can't You Be Mine
TRBCWGM128F428D6FD,Jim Reeves,classic pop&rock,,True
TRBCOKA128F4280D91,Mikey Dread,classic pop&rock,,Problems
TRBCOEQ12903CAA1BF,John Hammond,folk,,Ain't That Loving You Baby
TRBCBXZ128F14628C3,Lighthouse Family,classic pop&rock,,Ocean Drive
TRBCZKX12903C9E64C,Iggy And The Stooges,classic pop&rock,,1969
TRBCVKL128F92CE9EF,Sam Baker,folk,,I Can't Stand It
TRBCVPD12903CECBE8,Solas,folk,,Bonnie Mae
